userId;qrCodeData;userLat;userLon
232;SCHOOL_QR_1_LEFT;-6.723889;108.555531
233;SCHOOL_QR_1_RIGHT;-6.723895;108.555551
234;SCHOOL_QR_1_LEFT;-6.723838;108.555515
235;SCHOOL_QR_1_RIGHT;-6.723899;108.55556
236;SCHOOL_QR_1_LEFT;-6.723867;108.555581
237;SCHOOL_QR_1_RIGHT;-6.723816;108.555528
238;SCHOOL_QR_1_LEFT;-6.723832;108.555531
239;SCHOOL_QR_1_RIGHT;-6.723841;108.555568
240;SCHOOL_QR_1_LEFT;-6.723833;108.555527
241;SCHOOL_QR_1_RIGHT;-6.723831;108.555571
242;SCHOOL_QR_1_LEFT;-6.723814;108.555587
243;SCHOOL_QR_1_RIGHT;-6.723871;108.555558
244;SCHOOL_QR_1_LEFT;-6.723842;108.55554
245;SCHOOL_QR_1_RIGHT;-6.723815;108.555538
246;SCHOOL_QR_1_LEFT;-6.723896;108.55553
247;SCHOOL_QR_1_RIGHT;-6.723873;108.555583
248;SCHOOL_QR_1_LEFT;-6.723819;108.555584
249;SCHOOL_QR_1_RIGHT;-6.723826;108.555506
250;SCHOOL_QR_1_LEFT;-6.723854;108.555563
251;SCHOOL_QR_1_RIGHT;-6.723811;108.555567
252;SCHOOL_QR_1_LEFT;-6.723832;108.555592
253;SCHOOL_QR_1_RIGHT;-6.723848;108.555514
254;SCHOOL_QR_1_LEFT;-6.723869;108.555538
255;SCHOOL_QR_1_RIGHT;-6.723819;108.555552
256;SCHOOL_QR_1_LEFT;-6.723892;108.55555
257;SCHOOL_QR_1_RIGHT;-6.723897;108.555515
258;SCHOOL_QR_1_LEFT;-6.723801;108.555531
259;SCHOOL_QR_1_RIGHT;-6.723883;108.555572
260;SCHOOL_QR_1_LEFT;-6.723897;108.555569
261;SCHOOL_QR_1_RIGHT;-6.723806;108.555505
262;SCHOOL_QR_1_LEFT;-6.723861;108.555562
263;SCHOOL_QR_1_RIGHT;-6.723899;108.555593
264;SCHOOL_QR_1_LEFT;-6.723836;108.555587
265;SCHOOL_QR_1_RIGHT;-6.723887;108.555544
266;SCHOOL_QR_1_LEFT;-6.723871;108.555528
267;SCHOOL_QR_1_RIGHT;-6.723871;108.555503
268;SCHOOL_QR_1_LEFT;-6.723892;108.555567
269;SCHOOL_QR_1_RIGHT;-6.723848;108.555577
270;SCHOOL_QR_1_LEFT;-6.723848;108.555552
271;SCHOOL_QR_1_RIGHT;-6.72386;108.555598
272;SCHOOL_QR_1_LEFT;-6.723827;108.555561
273;SCHOOL_QR_1_RIGHT;-6.723881;108.555509
274;SCHOOL_QR_1_LEFT;-6.723881;108.555555
275;SCHOOL_QR_1_RIGHT;-6.723881;108.555554
276;SCHOOL_QR_1_LEFT;-6.723867;108.555536
277;SCHOOL_QR_1_RIGHT;-6.723823;108.555562
278;SCHOOL_QR_1_LEFT;-6.723832;108.555552
279;SCHOOL_QR_1_RIGHT;-6.723845;108.555539
280;SCHOOL_QR_1_LEFT;-6.72387;108.555521
281;SCHOOL_QR_1_RIGHT;-6.72383;108.555594
282;SCHOOL_QR_1_LEFT;-6.723874;108.555575
283;SCHOOL_QR_1_RIGHT;-6.723892;108.55558
284;SCHOOL_QR_1_LEFT;-6.72384;108.555543
285;SCHOOL_QR_1_RIGHT;-6.723888;108.555598
286;SCHOOL_QR_1_LEFT;-6.723861;108.555542
287;SCHOOL_QR_1_RIGHT;-6.723885;108.555547
288;SCHOOL_QR_1_LEFT;-6.723824;108.555594
289;SCHOOL_QR_1_RIGHT;-6.723862;108.555597
290;SCHOOL_QR_1_LEFT;-6.723858;108.555557
291;SCHOOL_QR_1_RIGHT;-6.723851;108.55552
292;SCHOOL_QR_1_LEFT;-6.723868;108.555515
293;SCHOOL_QR_1_RIGHT;-6.723855;108.555514
294;SCHOOL_QR_1_LEFT;-6.723837;108.555538
295;SCHOOL_QR_1_RIGHT;-6.723849;108.555591
296;SCHOOL_QR_1_LEFT;-6.723839;108.555545
297;SCHOOL_QR_1_RIGHT;-6.723873;108.555578
298;SCHOOL_QR_1_LEFT;-6.723807;108.555578
299;SCHOOL_QR_1_RIGHT;-6.723875;108.555584
300;SCHOOL_QR_1_LEFT;-6.723878;108.555535
301;SCHOOL_QR_1_RIGHT;-6.723882;108.555575
302;SCHOOL_QR_1_LEFT;-6.72383;108.55559
303;SCHOOL_QR_1_RIGHT;-6.723809;108.555523
304;SCHOOL_QR_1_LEFT;-6.723887;108.555515
305;SCHOOL_QR_1_RIGHT;-6.723859;108.555587
306;SCHOOL_QR_1_LEFT;-6.723867;108.555549
307;SCHOOL_QR_1_RIGHT;-6.723854;108.555587
308;SCHOOL_QR_1_LEFT;-6.723849;108.555547
309;SCHOOL_QR_1_RIGHT;-6.723821;108.555571
310;SCHOOL_QR_1_LEFT;-6.723883;108.555598
311;SCHOOL_QR_1_RIGHT;-6.723803;108.555587
312;SCHOOL_QR_1_LEFT;-6.723806;108.555576
313;SCHOOL_QR_1_RIGHT;-6.723889;108.555511
314;SCHOOL_QR_1_LEFT;-6.723897;108.555524
315;SCHOOL_QR_1_RIGHT;-6.723873;108.555502
316;SCHOOL_QR_1_LEFT;-6.72382;108.555582
317;SCHOOL_QR_1_RIGHT;-6.723822;108.55554
318;SCHOOL_QR_1_LEFT;-6.723857;108.555518
319;SCHOOL_QR_1_RIGHT;-6.723807;108.555599
320;SCHOOL_QR_1_LEFT;-6.723896;108.555518
321;SCHOOL_QR_1_RIGHT;-6.723807;108.555561
322;SCHOOL_QR_1_LEFT;-6.723887;108.555573
323;SCHOOL_QR_1_RIGHT;-6.723825;108.555509
324;SCHOOL_QR_1_LEFT;-6.723881;108.555575
325;SCHOOL_QR_1_RIGHT;-6.723859;108.555509
326;SCHOOL_QR_1_LEFT;-6.723883;108.555531
327;SCHOOL_QR_1_RIGHT;-6.723872;108.555563
328;SCHOOL_QR_1_LEFT;-6.723875;108.55551
329;SCHOOL_QR_1_RIGHT;-6.72389;108.555506
330;SCHOOL_QR_1_LEFT;-6.72381;108.55551
331;SCHOOL_QR_1_RIGHT;-6.723842;108.55551
332;SCHOOL_QR_1_LEFT;-6.723832;108.555523
333;SCHOOL_QR_1_RIGHT;-6.723878;108.555553
334;SCHOOL_QR_1_LEFT;-6.723818;108.555576
335;SCHOOL_QR_1_RIGHT;-6.723828;108.555578
336;SCHOOL_QR_1_LEFT;-6.723816;108.555591
337;SCHOOL_QR_1_RIGHT;-6.723805;108.55556
338;SCHOOL_QR_1_LEFT;-6.723804;108.555593
339;SCHOOL_QR_1_RIGHT;-6.723828;108.555502
340;SCHOOL_QR_1_LEFT;-6.723897;108.555537
341;SCHOOL_QR_1_RIGHT;-6.723823;108.5556
342;SCHOOL_QR_1_LEFT;-6.723801;108.555513
343;SCHOOL_QR_1_RIGHT;-6.723842;108.555529
344;SCHOOL_QR_1_LEFT;-6.723896;108.555566
345;SCHOOL_QR_1_RIGHT;-6.723872;108.555579
346;SCHOOL_QR_1_LEFT;-6.723818;108.555534
347;SCHOOL_QR_1_RIGHT;-6.723866;108.555592
348;SCHOOL_QR_1_LEFT;-6.723803;108.555546
349;SCHOOL_QR_1_RIGHT;-6.723875;108.555529
350;SCHOOL_QR_1_LEFT;-6.723872;108.555501
351;SCHOOL_QR_1_RIGHT;-6.723858;108.555536
352;SCHOOL_QR_1_LEFT;-6.723865;108.555597
353;SCHOOL_QR_1_RIGHT;-6.723821;108.555521
354;SCHOOL_QR_1_LEFT;-6.723884;108.555533
355;SCHOOL_QR_1_RIGHT;-6.723838;108.555588
356;SCHOOL_QR_1_LEFT;-6.723881;108.555536
357;SCHOOL_QR_1_RIGHT;-6.723878;108.555562
358;SCHOOL_QR_1_LEFT;-6.723876;108.555545
359;SCHOOL_QR_1_RIGHT;-6.723865;108.555587
360;SCHOOL_QR_1_LEFT;-6.723822;108.555512
361;SCHOOL_QR_1_RIGHT;-6.723838;108.555528
362;SCHOOL_QR_1_LEFT;-6.723845;108.555565
363;SCHOOL_QR_1_RIGHT;-6.723814;108.555572
364;SCHOOL_QR_1_LEFT;-6.723877;108.555591
365;SCHOOL_QR_1_RIGHT;-6.723824;108.555559
366;SCHOOL_QR_1_LEFT;-6.723892;108.555578
367;SCHOOL_QR_1_RIGHT;-6.723804;108.555571
368;SCHOOL_QR_1_LEFT;-6.723852;108.555518
369;SCHOOL_QR_1_RIGHT;-6.723849;108.555559
370;SCHOOL_QR_1_LEFT;-6.723838;108.555502
371;SCHOOL_QR_1_RIGHT;-6.723841;108.555537
372;SCHOOL_QR_1_LEFT;-6.723803;108.555587
373;SCHOOL_QR_1_RIGHT;-6.723834;108.555571
374;SCHOOL_QR_1_LEFT;-6.723881;108.55559
375;SCHOOL_QR_1_RIGHT;-6.723873;108.555541
376;SCHOOL_QR_1_LEFT;-6.723831;108.555539
377;SCHOOL_QR_1_RIGHT;-6.723897;108.555519
378;SCHOOL_QR_1_LEFT;-6.723807;108.55551
379;SCHOOL_QR_1_RIGHT;-6.723892;108.555566
380;SCHOOL_QR_1_LEFT;-6.72388;108.55554
381;SCHOOL_QR_1_RIGHT;-6.723861;108.555558
382;SCHOOL_QR_1_LEFT;-6.723845;108.555588
383;SCHOOL_QR_1_RIGHT;-6.723869;108.555535
384;SCHOOL_QR_1_LEFT;-6.723854;108.555555
385;SCHOOL_QR_1_RIGHT;-6.723823;108.555575
386;SCHOOL_QR_1_LEFT;-6.723826;108.555562
387;SCHOOL_QR_1_RIGHT;-6.723877;108.555593
388;SCHOOL_QR_1_LEFT;-6.723884;108.555522
389;SCHOOL_QR_1_RIGHT;-6.723862;108.555513
390;SCHOOL_QR_1_LEFT;-6.723867;108.555574
391;SCHOOL_QR_1_RIGHT;-6.723808;108.555557
392;SCHOOL_QR_1_LEFT;-6.723875;108.555543
393;SCHOOL_QR_1_RIGHT;-6.723867;108.555574
394;SCHOOL_QR_1_LEFT;-6.723841;108.555503
395;SCHOOL_QR_1_RIGHT;-6.723821;108.555508
396;SCHOOL_QR_1_LEFT;-6.72383;108.555554
397;SCHOOL_QR_1_RIGHT;-6.723842;108.555566
398;SCHOOL_QR_1_LEFT;-6.723836;108.555523
399;SCHOOL_QR_1_RIGHT;-6.723822;108.555569
